id_pacote,id_carrinho,id_bancada,id_op_pack,dt_inicio_pack,dt_fim_pack,tempo_ciclo_carrinho_min
PKT-0053204,CAR-01521,L02-B13,OP-PCK-20,2026-08-18 20:46:52.274880,2026-08-18 20:48:17.692075,12.46
PKT-0053205,CAR-01521,L02-B01,OP-PCK-17,2026-08-18 20:46:52.274880,2026-08-18 20:48:39.046374,12.46
PKT-0053206,CAR-01521,L02-B04,OP-PCK-03,2026-08-18 20:46:52.274880,2026-08-18 20:49:00.400673,12.46
PKT-0053207,CAR-01521,L02-B01,OP-PCK-22,2026-08-18 20:46:52.274880,2026-08-18 20:49:21.754972,12.46
PKT-0053208,CAR-01521,L02-B08,OP-PCK-21,2026-08-18 20:46:52.274880,2026-08-18 20:49:43.109270,12.46
PKT-0053209,CAR-01521,L02-B01,OP-PCK-23,2026-08-18 20:46:52.274880,2026-08-18 20:50:04.463569,12.46
PKT-0053210,CAR-01521,L01-B03,OP-PCK-18,2026-08-18 20:46:52.274880,2026-08-18 20:50:25.817868,12.46
PKT-0053211,CAR-01521,L01-B13,OP-PCK-20,2026-08-18 20:46:52.274880,2026-08-18 20:50:47.172167,12.46
PKT-0053212,CAR-01521,L01-B13,OP-PCK-15,2026-08-18 20:46:52.274880,2026-08-18 20:51:08.526466,12.46
PKT-0053213,CAR-01521,L02-B11,OP-PCK-10,2026-08-18 20:46:52.274880,2026-08-18 20:51:29.880764,12.46
PKT-0053214,CAR-01521,L01-B09,OP-PCK-19,2026-08-18 20:46:52.274880,2026-08-18 20:51:51.235063,12.46
PKT-0053215,CAR-01521,L02-B08,OP-PCK-17,2026-08-18 20:46:52.274880,2026-08-18 20:52:12.589362,12.46
PKT-0053216,CAR-01521,L02-B08,OP-PCK-15,2026-08-18 20:46:52.274880,2026-08-18 20:52:33.943661,12.46
PKT-0053217,CAR-01521,L01-B09,OP-PCK-20,2026-08-18 20:46:52.274880,2026-08-18 20:52:55.297959,12.46
PKT-0053218,CAR-01521,L01-B05,OP-PCK-18,2026-08-18 20:46:52.274880,2026-08-18 20:53:16.652258,12.46
PKT-0053219,CAR-01521,L01-B06,OP-PCK-23,2026-08-18 20:46:52.274880,2026-08-18 20:53:38.006557,12.46
PKT-0053220,CAR-01521,L01-B14,OP-PCK-22,2026-08-18 20:46:52.274880,2026-08-18 20:53:59.360856,12.46
PKT-0053221,CAR-01521,L01-B13,OP-PCK-06,2026-08-18 20:46:52.274880,2026-08-18 20:54:20.715155,12.46
PKT-0053222,CAR-01521,L01-B08,OP-PCK-19,2026-08-18 20:46:52.274880,2026-08-18 20:54:42.069453,12.46
PKT-0053223,CAR-01521,L01-B11,OP-PCK-19,2026-08-18 20:46:52.274880,2026-08-18 20:55:03.423752,12.46
PKT-0053224,CAR-01521,L02-B01,OP-PCK-16,2026-08-18 20:46:52.274880,2026-08-18 20:55:24.778051,12.46
PKT-0053225,CAR-01521,L01-B03,OP-PCK-04,2026-08-18 20:46:52.274880,2026-08-18 20:55:46.132350,12.46
PKT-0053226,CAR-01521,L02-B14,OP-PCK-05,2026-08-18 20:46:52.274880,2026-08-18 20:56:07.486649,12.46
PKT-0053227,CAR-01521,L02-B11,OP-PCK-18,2026-08-18 20:46:52.274880,2026-08-18 20:56:28.840947,12.46
PKT-0053228,CAR-01521,L02-B06,OP-PCK-01,2026-08-18 20:46:52.274880,2026-08-18 20:56:50.195246,12.46
PKT-0053229,CAR-01521,L02-B11,OP-PCK-01,2026-08-18 20:46:52.274880,2026-08-18 20:57:11.549545,12.46
PKT-0053230,CAR-01521,L02-B04,OP-PCK-09,2026-08-18 20:46:52.274880,2026-08-18 20:57:32.903844,12.46
PKT-0053231,CAR-01521,L01-B04,OP-PCK-22,2026-08-18 20:46:52.274880,2026-08-18 20:57:54.258143,12.46
PKT-0053232,CAR-01521,L01-B12,OP-PCK-05,2026-08-18 20:46:52.274880,2026-08-18 20:58:15.612441,12.46
PKT-0053233,CAR-01521,L02-B12,OP-PCK-07,2026-08-18 20:46:52.274880,2026-08-18 20:58:36.966740,12.46
PKT-0053234,CAR-01521,L02-B05,OP-PCK-23,2026-08-18 20:46:52.274880,2026-08-18 20:58:58.321039,12.46
PKT-0053235,CAR-01521,L02-B14,OP-PCK-18,2026-08-18 20:46:52.274880,2026-08-18 20:59:19.675338,12.46
PKT-0053236,CAR-01522,L02-B10,OP-PCK-20,2026-08-18 20:56:46.166207,2026-08-18 20:57:21.046791,20.35
PKT-0053237,CAR-01522,L02-B01,OP-PCK-17,2026-08-18 20:56:46.166207,2026-08-18 20:57:55.927374,20.35
PKT-0053238,CAR-01522,L01-B13,OP-PCK-09,2026-08-18 20:56:46.166207,2026-08-18 20:58:30.807958,20.35
PKT-0053239,CAR-01522,L01-B09,OP-PCK-12,2026-08-18 20:56:46.166207,2026-08-18 20:59:05.688541,20.35
PKT-0053240,CAR-01522,L02-B08,OP-PCK-12,2026-08-18 20:56:46.166207,2026-08-18 20:59:40.569125,20.35
PKT-0053241,CAR-01522,L02-B01,OP-PCK-14,2026-08-18 20:56:46.166207,2026-08-18 21:00:15.449708,20.35
PKT-0053242,CAR-01522,L02-B04,OP-PCK-08,2026-08-18 20:56:46.166207,2026-08-18 21:00:50.330292,20.35
PKT-0053243,CAR-01522,L02-B08,OP-PCK-04,2026-08-18 20:56:46.166207,2026-08-18 21:01:25.210875,20.35
PKT-0053244,CAR-01522,L02-B08,OP-PCK-02,2026-08-18 20:56:46.166207,2026-08-18 21:02:00.091459,20.35
PKT-0053245,CAR-01522,L01-B12,OP-PCK-20,2026-08-18 20:56:46.166207,2026-08-18 21:02:34.972042,20.35
PKT-0053246,CAR-01522,L01-B14,OP-PCK-09,2026-08-18 20:56:46.166207,2026-08-18 21:03:09.852626,20.35
PKT-0053247,CAR-01522,L01-B08,OP-PCK-19,2026-08-18 20:56:46.166207,2026-08-18 21:03:44.733210,20.35
PKT-0053248,CAR-01522,L02-B05,OP-PCK-14,2026-08-18 20:56:46.166207,2026-08-18 21:04:19.613793,20.35
PKT-0053249,CAR-01522,L02-B05,OP-PCK-07,2026-08-18 20:56:46.166207,2026-08-18 21:04:54.494377,20.35
PKT-0053250,CAR-01522,L02-B04,OP-PCK-20,2026-08-18 20:56:46.166207,2026-08-18 21:05:29.374960,20.35
PKT-0053251,CAR-01522,L02-B09,OP-PCK-01,2026-08-18 20:56:46.166207,2026-08-18 21:06:04.255544,20.35
PKT-0053252,CAR-01522,L02-B07,OP-PCK-03,2026-08-18 20:56:46.166207,2026-08-18 21:06:39.136127,20.35
PKT-0053253,CAR-01522,L02-B12,OP-PCK-08,2026-08-18 20:56:46.166207,2026-08-18 21:07:14.016711,20.35
PKT-0053254,CAR-01522,L01-B09,OP-PCK-06,2026-08-18 20:56:46.166207,2026-08-18 21:07:48.897294,20.35
PKT-0053255,CAR-01522,L02-B07,OP-PCK-15,2026-08-18 20:56:46.166207,2026-08-18 21:08:23.777878,20.35
PKT-0053256,CAR-01522,L01-B08,OP-PCK-14,2026-08-18 20:56:46.166207,2026-08-18 21:08:58.658461,20.35
PKT-0053257,CAR-01522,L02-B09,OP-PCK-16,2026-08-18 20:56:46.166207,2026-08-18 21:09:33.539045,20.35
PKT-0053258,CAR-01522,L01-B05,OP-PCK-02,2026-08-18 20:56:46.166207,2026-08-18 21:10:08.419628,20.35
PKT-0053259,CAR-01522,L01-B12,OP-PCK-20,2026-08-18 20:56:46.166207,2026-08-18 21:10:43.300212,20.35
PKT-0053260,CAR-01522,L02-B02,OP-PCK-14,2026-08-18 20:56:46.166207,2026-08-18 21:11:18.180796,20.35
PKT-0053261,CAR-01522,L02-B07,OP-PCK-21,2026-08-18 20:56:46.166207,2026-08-18 21:11:53.061379,20.35
PKT-0053262,CAR-01522,L02-B08,OP-PCK-23,2026-08-18 20:56:46.166207,2026-08-18 21:12:27.941963,20.35
PKT-0053263,CAR-01522,L01-B05,OP-PCK-24,2026-08-18 20:56:46.166207,2026-08-18 21:13:02.822546,20.35
PKT-0053264,CAR-01522,L01-B14,OP-PCK-05,2026-08-18 20:56:46.166207,2026-08-18 21:13:37.703130,20.35
PKT-0053265,CAR-01522,L01-B13,OP-PCK-02,2026-08-18 20:56:46.166207,2026-08-18 21:14:12.583713,20.35
PKT-0053266,CAR-01522,L01-B04,OP-PCK-10,2026-08-18 20:56:46.166207,2026-08-18 21:14:47.464297,20.35
PKT-0053267,CAR-01522,L02-B06,OP-PCK-10,2026-08-18 20:56:46.166207,2026-08-18 21:15:22.344880,20.35
PKT-0053268,CAR-01522,L01-B14,OP-PCK-19,2026-08-18 20:56:46.166207,2026-08-18 21:15:57.225464,20.35
PKT-0053269,CAR-01522,L01-B10,OP-PCK-22,2026-08-18 20:56:46.166207,2026-08-18 21:16:32.106047,20.35
PKT-0053270,CAR-01522,L01-B14,OP-PCK-04,2026-08-18 20:56:46.166207,2026-08-18 21:17:06.986631,20.35
PKT-0053271,CAR-01523,L01-B03,OP-PCK-10,2026-08-18 21:11:28.877776,2026-08-18 21:11:57.008646,16.41
PKT-0053272,CAR-01523,L01-B14,OP-PCK-17,2026-08-18 21:11:28.877776,2026-08-18 21:12:25.139516,16.41
PKT-0053273,CAR-01523,L02-B06,OP-PCK-11,2026-08-18 21:11:28.877776,2026-08-18 21:12:53.270386,16.41
PKT-0053274,CAR-01523,L01-B13,OP-PCK-16,2026-08-18 21:11:28.877776,2026-08-18 21:13:21.401256,16.41
PKT-0053275,CAR-01523,L01-B06,OP-PCK-04,2026-08-18 21:11:28.877776,2026-08-18 21:13:49.532126,16.41
PKT-0053276,CAR-01523,L02-B03,OP-PCK-16,2026-08-18 21:11:28.877776,2026-08-18 21:14:17.662997,16.41
PKT-0053277,CAR-01523,L01-B11,OP-PCK-22,2026-08-18 21:11:28.877776,2026-08-18 21:14:45.793867,16.41
PKT-0053278,CAR-01523,L01-B02,OP-PCK-18,2026-08-18 21:11:28.877776,2026-08-18 21:15:13.924737,16.41
PKT-0053279,CAR-01523,L02-B09,OP-PCK-04,2026-08-18 21:11:28.877776,2026-08-18 21:15:42.055607,16.41
PKT-0053280,CAR-01523,L01-B10,OP-PCK-07,2026-08-18 21:11:28.877776,2026-08-18 21:16:10.186477,16.41
PKT-0053281,CAR-01523,L01-B06,OP-PCK-08,2026-08-18 21:11:28.877776,2026-08-18 21:16:38.317347,16.41
PKT-0053282,CAR-01523,L02-B13,OP-PCK-07,2026-08-18 21:11:28.877776,2026-08-18 21:17:06.448217,16.41
PKT-0053283,CAR-01523,L01-B13,OP-PCK-11,2026-08-18 21:11:28.877776,2026-08-18 21:17:34.579087,16.41
PKT-0053284,CAR-01523,L01-B10,OP-PCK-02,2026-08-18 21:11:28.877776,2026-08-18 21:18:02.709957,16.41
PKT-0053285,CAR-01523,L02-B13,OP-PCK-04,2026-08-18 21:11:28.877776,2026-08-18 21:18:30.840827,16.41
PKT-0053286,CAR-01523,L02-B05,OP-PCK-03,2026-08-18 21:11:28.877776,2026-08-18 21:18:58.971697,16.41
PKT-0053287,CAR-01523,L02-B10,OP-PCK-02,2026-08-18 21:11:28.877776,2026-08-18 21:19:27.102567,16.41
PKT-0053288,CAR-01523,L02-B08,OP-PCK-08,2026-08-18 21:11:28.877776,2026-08-18 21:19:55.233438,16.41
PKT-0053289,CAR-01523,L02-B05,OP-PCK-05,2026-08-18 21:11:28.877776,2026-08-18 21:20:23.364308,16.41
PKT-0053290,CAR-01523,L01-B04,OP-PCK-10,2026-08-18 21:11:28.877776,2026-08-18 21:20:51.495178,16.41
PKT-0053291,CAR-01523,L01-B11,OP-PCK-23,2026-08-18 21:11:28.877776,2026-08-18 21:21:19.626048,16.41
PKT-0053292,CAR-01523,L01-B13,OP-PCK-01,2026-08-18 21:11:28.877776,2026-08-18 21:21:47.756918,16.41
PKT-0053293,CAR-01523,L02-B09,OP-PCK-04,2026-08-18 21:11:28.877776,2026-08-18 21:22:15.887788,16.41
PKT-0053294,CAR-01523,L02-B04,OP-PCK-21,2026-08-18 21:11:28.877776,2026-08-18 21:22:44.018658,16.41
PKT-0053295,CAR-01523,L02-B13,OP-PCK-03,2026-08-18 21:11:28.877776,2026-08-18 21:23:12.149528,16.41
PKT-0053296,CAR-01523,L01-B03,OP-PCK-01,2026-08-18 21:11:28.877776,2026-08-18 21:23:40.280398,16.41
PKT-0053297,CAR-01523,L01-B13,OP-PCK-02,2026-08-18 21:11:28.877776,2026-08-18 21:24:08.411268,16.41
PKT-0053298,CAR-01523,L01-B05,OP-PCK-11,2026-08-18 21:11:28.877776,2026-08-18 21:24:36.542138,16.41
PKT-0053299,CAR-01523,L01-B13,OP-PCK-01,2026-08-18 21:11:28.877776,2026-08-18 21:25:04.673009,16.41
PKT-0053300,CAR-01523,L02-B13,OP-PCK-09,2026-08-18 21:11:28.877776,2026-08-18 21:25:32.803879,16.41
PKT-0053301,CAR-01523,L01-B07,OP-PCK-21,2026-08-18 21:11:28.877776,2026-08-18 21:26:00.934749,16.41
PKT-0053302,CAR-01523,L02-B10,OP-PCK-18,2026-08-18 21:11:28.877776,2026-08-18 21:26:29.065619,16.41
PKT-0053303,CAR-01523,L01-B03,OP-PCK-24,2026-08-18 21:11:28.877776,2026-08-18 21:26:57.196489,16.41
PKT-0053304,CAR-01523,L02-B13,OP-PCK-18,2026-08-18 21:11:28.877776,2026-08-18 21:27:25.327359,16.41
PKT-0053305,CAR-01523,L01-B10,OP-PCK-21,2026-08-18 21:11:28.877776,2026-08-18 21:27:53.458229,16.41
PKT-0053306,CAR-01524,L01-B10,OP-PCK-14,2026-08-18 21:45:08.334198,2026-08-18 21:45:36.453056,16.4
PKT-0053307,CAR-01524,L02-B08,OP-PCK-17,2026-08-18 21:45:08.334198,2026-08-18 21:46:04.571915,16.4
PKT-0053308,CAR-01524,L02-B04,OP-PCK-22,2026-08-18 21:45:08.334198,2026-08-18 21:46:32.690773,16.4
PKT-0053309,CAR-01524,L01-B13,OP-PCK-05,2026-08-18 21:45:08.334198,2026-08-18 21:47:00.809631,16.4
PKT-0053310,CAR-01524,L02-B03,OP-PCK-14,2026-08-18 21:45:08.334198,2026-08-18 21:47:28.928490,16.4
PKT-0053311,CAR-01524,L01-B11,OP-PCK-19,2026-08-18 21:45:08.334198,2026-08-18 21:47:57.047348,16.4
PKT-0053312,CAR-01524,L02-B07,OP-PCK-07,2026-08-18 21:45:08.334198,2026-08-18 21:48:25.166207,16.4
PKT-0053313,CAR-01524,L01-B05,OP-PCK-12,2026-08-18 21:45:08.334198,2026-08-18 21:48:53.285065,16.4
PKT-0053314,CAR-01524,L01-B11,OP-PCK-21,2026-08-18 21:45:08.334198,2026-08-18 21:49:21.403923,16.4
PKT-0053315,CAR-01524,L02-B13,OP-PCK-12,2026-08-18 21:45:08.334198,2026-08-18 21:49:49.522782,16.4
PKT-0053316,CAR-01524,L02-B11,OP-PCK-17,2026-08-18 21:45:08.334198,2026-08-18 21:50:17.641640,16.4
PKT-0053317,CAR-01524,L02-B08,OP-PCK-04,2026-08-18 21:45:08.334198,2026-08-18 21:50:45.760498,16.4
PKT-0053318,CAR-01524,L01-B05,OP-PCK-04,2026-08-18 21:45:08.334198,2026-08-18 21:51:13.879357,16.4
PKT-0053319,CAR-01524,L01-B04,OP-PCK-12,2026-08-18 21:45:08.334198,2026-08-18 21:51:41.998215,16.4
PKT-0053320,CAR-01524,L02-B13,OP-PCK-06,2026-08-18 21:45:08.334198,2026-08-18 21:52:10.117073,16.4
PKT-0053321,CAR-01524,L01-B04,OP-PCK-23,2026-08-18 21:45:08.334198,2026-08-18 21:52:38.235932,16.4
PKT-0053322,CAR-01524,L02-B04,OP-PCK-11,2026-08-18 21:45:08.334198,2026-08-18 21:53:06.354790,16.4
PKT-0053323,CAR-01524,L02-B03,OP-PCK-11,2026-08-18 21:45:08.334198,2026-08-18 21:53:34.473648,16.4
PKT-0053324,CAR-01524,L02-B10,OP-PCK-13,2026-08-18 21:45:08.334198,2026-08-18 21:54:02.592507,16.4
PKT-0053325,CAR-01524,L02-B12,OP-PCK-05,2026-08-18 21:45:08.334198,2026-08-18 21:54:30.711365,16.4
PKT-0053326,CAR-01524,L01-B13,OP-PCK-21,2026-08-18 21:45:08.334198,2026-08-18 21:54:58.830224,16.4
PKT-0053327,CAR-01524,L01-B10,OP-PCK-23,2026-08-18 21:45:08.334198,2026-08-18 21:55:26.949082,16.4
PKT-0053328,CAR-01524,L01-B02,OP-PCK-17,2026-08-18 21:45:08.334198,2026-08-18 21:55:55.067940,16.4
PKT-0053329,CAR-01524,L01-B13,OP-PCK-08,2026-08-18 21:45:08.334198,2026-08-18 21:56:23.186799,16.4
PKT-0053330,CAR-01524,L02-B09,OP-PCK-21,2026-08-18 21:45:08.334198,2026-08-18 21:56:51.305657,16.4
PKT-0053331,CAR-01524,L02-B02,OP-PCK-24,2026-08-18 21:45:08.334198,2026-08-18 21:57:19.424515,16.4
PKT-0053332,CAR-01524,L02-B02,OP-PCK-12,2026-08-18 21:45:08.334198,2026-08-18 21:57:47.543374,16.4
PKT-0053333,CAR-01524,L02-B09,OP-PCK-19,2026-08-18 21:45:08.334198,2026-08-18 21:58:15.662232,16.4
PKT-0053334,CAR-01524,L02-B09,OP-PCK-20,2026-08-18 21:45:08.334198,2026-08-18 21:58:43.781090,16.4
PKT-0053335,CAR-01524,L01-B09,OP-PCK-05,2026-08-18 21:45:08.334198,2026-08-18 21:59:11.899949,16.4
PKT-0053336,CAR-01524,L02-B03,OP-PCK-15,2026-08-18 21:45:08.334198,2026-08-18 21:59:40.018807,16.4
PKT-0053337,CAR-01524,L02-B06,OP-PCK-08,2026-08-18 21:45:08.334198,2026-08-18 22:00:08.137665,16.4
PKT-0053338,CAR-01524,L02-B12,OP-PCK-03,2026-08-18 21:45:08.334198,2026-08-18 22:00:36.256524,16.4
PKT-0053339,CAR-01524,L02-B09,OP-PCK-16,2026-08-18 21:45:08.334198,2026-08-18 22:01:04.375382,16.4
PKT-0053340,CAR-01524,L01-B06,OP-PCK-15,2026-08-18 21:45:08.334198,2026-08-18 22:01:32.494241,16.4
PKT-0053341,CAR-01525,L02-B07,OP-PCK-21,2026-08-18 21:40:03.975265,2026-08-18 21:40:26.080170,12.89
PKT-0053342,CAR-01525,L02-B08,OP-PCK-09,2026-08-18 21:40:03.975265,2026-08-18 21:40:48.185074,12.89
PKT-0053343,CAR-01525,L02-B13,OP-PCK-04,2026-08-18 21:40:03.975265,2026-08-18 21:41:10.289979,12.89
PKT-0053344,CAR-01525,L02-B06,OP-PCK-12,2026-08-18 21:40:03.975265,2026-08-18 21:41:32.394883,12.89
PKT-0053345,CAR-01525,L01-B11,OP-PCK-04,2026-08-18 21:40:03.975265,2026-08-18 21:41:54.499788,12.89
PKT-0053346,CAR-01525,L02-B07,OP-PCK-07,2026-08-18 21:40:03.975265,2026-08-18 21:42:16.604692,12.89
PKT-0053347,CAR-01525,L01-B14,OP-PCK-24,2026-08-18 21:40:03.975265,2026-08-18 21:42:38.709597,12.89
PKT-0053348,CAR-01525,L01-B11,OP-PCK-09,2026-08-18 21:40:03.975265,2026-08-18 21:43:00.814501,12.89
PKT-0053349,CAR-01525,L02-B07,OP-PCK-09,2026-08-18 21:40:03.975265,2026-08-18 21:43:22.919406,12.89
PKT-0053350,CAR-01525,L02-B08,OP-PCK-22,2026-08-18 21:40:03.975265,2026-08-18 21:43:45.024310,12.89
PKT-0053351,CAR-01525,L02-B02,OP-PCK-20,2026-08-18 21:40:03.975265,2026-08-18 21:44:07.129215,12.89
PKT-0053352,CAR-01525,L01-B13,OP-PCK-07,2026-08-18 21:40:03.975265,2026-08-18 21:44:29.234119,12.89
PKT-0053353,CAR-01525,L02-B08,OP-PCK-06,2026-08-18 21:40:03.975265,2026-08-18 21:44:51.339024,12.89
PKT-0053354,CAR-01525,L01-B01,OP-PCK-14,2026-08-18 21:40:03.975265,2026-08-18 21:45:13.443928,12.89
PKT-0053355,CAR-01525,L01-B08,OP-PCK-19,2026-08-18 21:40:03.975265,2026-08-18 21:45:35.548833,12.89
PKT-0053356,CAR-01525,L01-B06,OP-PCK-06,2026-08-18 21:40:03.975265,2026-08-18 21:45:57.653737,12.89
PKT-0053357,CAR-01525,L01-B04,OP-PCK-06,2026-08-18 21:40:03.975265,2026-08-18 21:46:19.758642,12.89
PKT-0053358,CAR-01525,L01-B06,OP-PCK-10,2026-08-18 21:40:03.975265,2026-08-18 21:46:41.863546,12.89
PKT-0053359,CAR-01525,L01-B01,OP-PCK-16,2026-08-18 21:40:03.975265,2026-08-18 21:47:03.968451,12.89
PKT-0053360,CAR-01525,L01-B12,OP-PCK-13,2026-08-18 21:40:03.975265,2026-08-18 21:47:26.073355,12.89
PKT-0053361,CAR-01525,L01-B14,OP-PCK-20,2026-08-18 21:40:03.975265,2026-08-18 21:47:48.178260,12.89
PKT-0053362,CAR-01525,L01-B14,OP-PCK-08,2026-08-18 21:40:03.975265,2026-08-18 21:48:10.283165,12.89
PKT-0053363,CAR-01525,L01-B08,OP-PCK-13,2026-08-18 21:40:03.975265,2026-08-18 21:48:32.388069,12.89
PKT-0053364,CAR-01525,L02-B05,OP-PCK-23,2026-08-18 21:40:03.975265,2026-08-18 21:48:54.492974,12.89
PKT-0053365,CAR-01525,L02-B05,OP-PCK-07,2026-08-18 21:40:03.975265,2026-08-18 21:49:16.597878,12.89
PKT-0053366,CAR-01525,L01-B03,OP-PCK-01,2026-08-18 21:40:03.975265,2026-08-18 21:49:38.702783,12.89
PKT-0053367,CAR-01525,L01-B05,OP-PCK-02,2026-08-18 21:40:03.975265,2026-08-18 21:50:00.807687,12.89
PKT-0053368,CAR-01525,L01-B02,OP-PCK-05,2026-08-18 21:40:03.975265,2026-08-18 21:50:22.912592,12.89
PKT-0053369,CAR-01525,L02-B14,OP-PCK-17,2026-08-18 21:40:03.975265,2026-08-18 21:50:45.017496,12.89
PKT-0053370,CAR-01525,L02-B02,OP-PCK-04,2026-08-18 21:40:03.975265,2026-08-18 21:51:07.122401,12.89
PKT-0053371,CAR-01525,L01-B14,OP-PCK-06,2026-08-18 21:40:03.975265,2026-08-18 21:51:29.227305,12.89
PKT-0053372,CAR-01525,L02-B01,OP-PCK-24,2026-08-18 21:40:03.975265,2026-08-18 21:51:51.332210,12.89
PKT-0053373,CAR-01525,L01-B02,OP-PCK-02,2026-08-18 21:40:03.975265,2026-08-18 21:52:13.437114,12.89
PKT-0053374,CAR-01525,L02-B12,OP-PCK-07,2026-08-18 21:40:03.975265,2026-08-18 21:52:35.542019,12.89
PKT-0053375,CAR-01525,L01-B06,OP-PCK-15,2026-08-18 21:40:03.975265,2026-08-18 21:52:57.646923,12.89
PKT-0053376,CAR-01526,L01-B13,OP-PCK-15,2026-08-18 21:54:51.816632,2026-08-18 21:55:21.030997,17.04
PKT-0053377,CAR-01526,L02-B01,OP-PCK-07,2026-08-18 21:54:51.816632,2026-08-18 21:55:50.245361,17.04
PKT-0053378,CAR-01526,L01-B03,OP-PCK-12,2026-08-18 21:54:51.816632,2026-08-18 21:56:19.459726,17.04
PKT-0053379,CAR-01526,L01-B03,OP-PCK-04,2026-08-18 21:54:51.816632,2026-08-18 21:56:48.674090,17.04
PKT-0053380,CAR-01526,L02-B04,OP-PCK-11,2026-08-18 21:54:51.816632,2026-08-18 21:57:17.888455,17.04
PKT-0053381,CAR-01526,L01-B04,OP-PCK-16,2026-08-18 21:54:51.816632,2026-08-18 21:57:47.102819,17.04
PKT-0053382,CAR-01526,L01-B11,OP-PCK-13,2026-08-18 21:54:51.816632,2026-08-18 21:58:16.317184,17.04
PKT-0053383,CAR-01526,L01-B10,OP-PCK-09,2026-08-18 21:54:51.816632,2026-08-18 21:58:45.531548,17.04
PKT-0053384,CAR-01526,L02-B05,OP-PCK-24,2026-08-18 21:54:51.816632,2026-08-18 21:59:14.745913,17.04
PKT-0053385,CAR-01526,L01-B13,OP-PCK-10,2026-08-18 21:54:51.816632,2026-08-18 21:59:43.960277,17.04
PKT-0053386,CAR-01526,L02-B06,OP-PCK-13,2026-08-18 21:54:51.816632,2026-08-18 22:00:13.174642,17.04
PKT-0053387,CAR-01526,L02-B06,OP-PCK-08,2026-08-18 21:54:51.816632,2026-08-18 22:00:42.389007,17.04
PKT-0053388,CAR-01526,L02-B03,OP-PCK-20,2026-08-18 21:54:51.816632,2026-08-18 22:01:11.603371,17.04
PKT-0053389,CAR-01526,L01-B13,OP-PCK-10,2026-08-18 21:54:51.816632,2026-08-18 22:01:40.817736,17.04
PKT-0053390,CAR-01526,L02-B06,OP-PCK-18,2026-08-18 21:54:51.816632,2026-08-18 22:02:10.032100,17.04
PKT-0053391,CAR-01526,L01-B11,OP-PCK-01,2026-08-18 21:54:51.816632,2026-08-18 22:02:39.246465,17.04
PKT-0053392,CAR-01526,L01-B11,OP-PCK-12,2026-08-18 21:54:51.816632,2026-08-18 22:03:08.460829,17.04
PKT-0053393,CAR-01526,L01-B05,OP-PCK-10,2026-08-18 21:54:51.816632,2026-08-18 22:03:37.675194,17.04
PKT-0053394,CAR-01526,L01-B12,OP-PCK-21,2026-08-18 21:54:51.816632,2026-08-18 22:04:06.889558,17.04
PKT-0053395,CAR-01526,L02-B02,OP-PCK-09,2026-08-18 21:54:51.816632,2026-08-18 22:04:36.103923,17.04
PKT-0053396,CAR-01526,L01-B05,OP-PCK-05,2026-08-18 21:54:51.816632,2026-08-18 22:05:05.318287,17.04
PKT-0053397,CAR-01526,L02-B07,OP-PCK-24,2026-08-18 21:54:51.816632,2026-08-18 22:05:34.532652,17.04
PKT-0053398,CAR-01526,L02-B09,OP-PCK-22,2026-08-18 21:54:51.816632,2026-08-18 22:06:03.747016,17.04
PKT-0053399,CAR-01526,L01-B03,OP-PCK-11,2026-08-18 21:54:51.816632,2026-08-18 22:06:32.961381,17.04
PKT-0053400,CAR-01526,L01-B12,OP-PCK-18,2026-08-18 21:54:51.816632,2026-08-18 22:07:02.175746,17.04
PKT-0053401,CAR-01526,L02-B01,OP-PCK-13,2026-08-18 21:54:51.816632,2026-08-18 22:07:31.390110,17.04
PKT-0053402,CAR-01526,L01-B07,OP-PCK-03,2026-08-18 21:54:51.816632,2026-08-18 22:08:00.604475,17.04
PKT-0053403,CAR-01526,L02-B04,OP-PCK-08,2026-08-18 21:54:51.816632,2026-08-18 22:08:29.818839,17.04
PKT-0053404,CAR-01526,L01-B13,OP-PCK-09,2026-08-18 21:54:51.816632,2026-08-18 22:08:59.033204,17.04
PKT-0053405,CAR-01526,L01-B11,OP-PCK-19,2026-08-18 21:54:51.816632,2026-08-18 22:09:28.247568,17.04
PKT-0053406,CAR-01526,L02-B02,OP-PCK-04,2026-08-18 21:54:51.816632,2026-08-18 22:09:57.461933,17.04
PKT-0053407,CAR-01526,L01-B13,OP-PCK-19,2026-08-18 21:54:51.816632,2026-08-18 22:10:26.676297,17.04
PKT-0053408,CAR-01526,L01-B14,OP-PCK-04,2026-08-18 21:54:51.816632,2026-08-18 22:10:55.890662,17.04
PKT-0053409,CAR-01526,L02-B12,OP-PCK-17,2026-08-18 21:54:51.816632,2026-08-18 22:11:25.105026,17.04
PKT-0053410,CAR-01526,L02-B10,OP-PCK-12,2026-08-18 21:54:51.816632,2026-08-18 22:11:54.319391,17.04
PKT-0053411,CAR-01527,L01-B08,OP-PCK-05,2026-08-18 22:01:11.612740,2026-08-18 22:01:42.069675,17.77
PKT-0053412,CAR-01527,L01-B06,OP-PCK-13,2026-08-18 22:01:11.612740,2026-08-18 22:02:12.526609,17.77
PKT-0053413,CAR-01527,L01-B13,OP-PCK-22,2026-08-18 22:01:11.612740,2026-08-18 22:02:42.983544,17.77
PKT-0053414,CAR-01527,L01-B02,OP-PCK-24,2026-08-18 22:01:11.612740,2026-08-18 22:03:13.440478,17.77
