id_carrinho,id_op_rebin,linha_rebin,dt_inicio_montagem,tempo_montagem_min,dt_fim_montagem
CAR-01304,OP-REB-05,L01,2026-08-16 06:27:18,13.43,2026-08-16 06:40:43.800
CAR-01305,OP-REB-01,L02,2026-08-16 06:37:46,13.7,2026-08-16 06:51:28.000
CAR-01306,OP-REB-06,L01,2026-08-16 06:57:25,14.5,2026-08-16 07:11:55.000
CAR-01307,OP-REB-09,L02,2026-08-16 07:07:15,15.82,2026-08-16 07:23:04.200
CAR-01308,OP-REB-02,L01,2026-08-16 07:29:27,13.62,2026-08-16 07:43:04.200
CAR-01309,OP-REB-07,L01,2026-08-16 07:49:09,11.57,2026-08-16 08:00:43.200
CAR-01310,OP-REB-06,L02,2026-08-16 07:54:47,13.72,2026-08-16 08:08:30.200
CAR-01311,OP-REB-05,L01,2026-08-16 08:34:49,12.93,2026-08-16 08:47:44.800
CAR-01312,OP-REB-04,L01,2026-08-16 08:36:56,13.01,2026-08-16 08:49:56.600
CAR-01313,OP-REB-04,L02,2026-08-16 08:38:07,12.35,2026-08-16 08:50:28.000
CAR-01314,OP-REB-06,L01,2026-08-16 08:39:45,10.18,2026-08-16 08:49:55.800
CAR-01315,OP-REB-04,L02,2026-08-16 08:43:14,9.94,2026-08-16 08:53:10.400
CAR-01316,OP-REB-05,L01,2026-08-16 08:46:42,11.81,2026-08-16 08:58:30.600
CAR-01317,OP-REB-06,L02,2026-08-16 08:50:41,12.3,2026-08-16 09:02:59.000
CAR-01318,OP-REB-05,L02,2026-08-16 09:09:31,10.64,2026-08-16 09:20:09.400
CAR-01319,OP-REB-07,L02,2026-08-16 09:11:46,12.85,2026-08-16 09:24:37.000
CAR-01320,OP-REB-09,L02,2026-08-16 09:28:27,16.16,2026-08-16 09:44:36.600
CAR-01321,OP-REB-07,L02,2026-08-16 10:22:16,8.51,2026-08-16 10:30:46.600
CAR-01322,OP-REB-07,L01,2026-08-16 10:39:03,13.16,2026-08-16 10:52:12.600
CAR-01323,OP-REB-04,L01,2026-08-16 11:01:33,11.87,2026-08-16 11:13:25.200
CAR-01324,OP-REB-01,L02,2026-08-16 11:08:52,12.9,2026-08-16 11:21:46.000
CAR-01325,OP-REB-08,L01,2026-08-16 11:26:13,11.14,2026-08-16 11:37:21.400
CAR-01326,OP-REB-04,L02,2026-08-16 11:35:28,11.71,2026-08-16 11:47:10.600
CAR-01327,OP-REB-01,L01,2026-08-16 11:36:29,12.26,2026-08-16 11:48:44.600
CAR-01328,OP-REB-05,L01,2026-08-16 11:47:50,11.4,2026-08-16 11:59:14.000
CAR-01329,OP-REB-08,L02,2026-08-16 11:53:11,8.96,2026-08-16 12:02:08.600
CAR-01330,OP-REB-04,L02,2026-08-16 12:00:30,11.53,2026-08-16 12:12:01.800
CAR-01331,OP-REB-08,L01,2026-08-16 12:49:27,9.17,2026-08-16 12:58:37.200
CAR-01332,OP-REB-08,L01,2026-08-16 13:05:09,13.31,2026-08-16 13:18:27.600
CAR-01333,OP-REB-03,L02,2026-08-16 13:08:05,8.27,2026-08-16 13:16:21.200
CAR-01334,OP-REB-09,L01,2026-08-16 13:28:25,14.06,2026-08-16 13:42:28.600
CAR-01335,OP-REB-03,L01,2026-08-16 13:31:02,12.86,2026-08-16 13:43:53.600
CAR-01336,OP-REB-01,L02,2026-08-16 13:38:03,12.87,2026-08-16 13:50:55.200
CAR-01337,OP-REB-02,L01,2026-08-16 13:47:50,7.67,2026-08-16 13:55:30.200
CAR-01338,OP-REB-06,L02,2026-08-16 14:24:43,11.34,2026-08-16 14:36:03.400
CAR-01339,OP-REB-02,L02,2026-08-16 15:30:28,14.31,2026-08-16 15:44:46.600
CAR-01340,OP-REB-06,L02,2026-08-16 15:48:49,10.96,2026-08-16 15:59:46.600
CAR-01341,OP-REB-01,L01,2026-08-16 16:06:37,9.84,2026-08-16 16:16:27.400
CAR-01342,OP-REB-01,L01,2026-08-16 16:19:00,10.73,2026-08-16 16:29:43.800
CAR-01343,OP-REB-05,L02,2026-08-16 16:44:39,11.86,2026-08-16 16:56:30.600
CAR-01344,OP-REB-09,L02,2026-08-16 16:45:42,10.3,2026-08-16 16:56:00.000
CAR-01345,OP-REB-08,L01,2026-08-16 17:18:57,14.47,2026-08-16 17:33:25.200
CAR-01346,OP-REB-03,L01,2026-08-16 17:22:01,11.87,2026-08-16 17:33:53.200
CAR-01347,OP-REB-03,L01,2026-08-16 17:34:42,10.89,2026-08-16 17:45:35.400
CAR-01348,OP-REB-01,L02,2026-08-16 17:41:46,9.4,2026-08-16 17:51:10.000
CAR-01349,OP-REB-03,L02,2026-08-16 17:48:06,12.97,2026-08-16 18:01:04.200
CAR-01350,OP-REB-01,L01,2026-08-16 19:07:56,12.92,2026-08-16 19:20:51.200
CAR-01351,OP-REB-08,L01,2026-08-16 19:11:39,10.42,2026-08-16 19:22:04.200
CAR-01352,OP-REB-01,L01,2026-08-16 19:17:42,7.53,2026-08-16 19:25:13.800
CAR-01353,OP-REB-05,L02,2026-08-16 19:20:27,12.82,2026-08-16 19:33:16.200
CAR-01354,OP-REB-09,L02,2026-08-16 19:30:13,11.63,2026-08-16 19:41:50.800
CAR-01355,OP-REB-07,L01,2026-08-16 19:49:26,12.67,2026-08-16 20:02:06.200
CAR-01356,OP-REB-04,L01,2026-08-16 19:56:48,15.91,2026-08-16 20:12:42.600
CAR-01357,OP-REB-09,L02,2026-08-16 20:11:38,11.95,2026-08-16 20:23:35.000
CAR-01358,OP-REB-09,L02,2026-08-16 20:30:07,10.97,2026-08-16 20:41:05.200
CAR-01359,OP-REB-02,L01,2026-08-16 21:35:44,9.71,2026-08-16 21:45:26.600
CAR-01360,OP-REB-06,L01,2026-08-16 21:42:44,11.38,2026-08-16 21:54:06.800
CAR-01361,OP-REB-04,L01,2026-08-16 21:44:55,12.32,2026-08-16 21:57:14.200
CAR-01362,OP-REB-08,L02,2026-08-16 21:50:38,12.11,2026-08-16 22:02:44.600
CAR-01363,OP-REB-07,L01,2026-08-16 22:00:49,15.45,2026-08-16 22:16:16.000
CAR-01364,OP-REB-07,L02,2026-08-16 22:27:47,13.0,2026-08-16 22:40:47.000
CAR-01365,OP-REB-09,L02,2026-08-16 22:32:11,11.73,2026-08-16 22:43:54.800
CAR-01366,OP-REB-05,L01,2026-08-16 22:58:53,10.59,2026-08-16 23:09:28.400
CAR-01367,OP-REB-06,L01,2026-08-16 23:38:10,12.53,2026-08-16 23:50:41.800
CAR-01368,OP-REB-01,L02,2026-08-16 23:38:27,10.19,2026-08-16 23:48:38.400
CAR-01369,OP-REB-06,L01,2026-08-16 23:57:22,12.36,2026-08-17 00:09:43.600
CAR-01370,OP-REB-02,L02,2026-08-17 00:00:28,12.97,2026-08-17 00:13:26.200
CAR-01371,OP-REB-06,L01,2026-08-17 00:48:35,11.57,2026-08-17 01:00:09.200
CAR-01372,OP-REB-09,L01,2026-08-17 00:55:33,10.74,2026-08-17 01:06:17.400
CAR-01373,OP-REB-08,L01,2026-08-17 01:04:12,7.63,2026-08-17 01:11:49.800
CAR-01374,OP-REB-09,L01,2026-08-17 01:09:33,14.29,2026-08-17 01:23:50.400
CAR-01375,OP-REB-08,L02,2026-08-17 01:40:08,12.81,2026-08-17 01:52:56.600
CAR-01376,OP-REB-03,L02,2026-08-17 01:40:53,12.86,2026-08-17 01:53:44.600
CAR-01377,OP-REB-08,L02,2026-08-17 01:47:03,8.88,2026-08-17 01:55:55.800
CAR-01378,OP-REB-06,L01,2026-08-17 01:56:03,14.76,2026-08-17 02:10:48.600
CAR-01379,OP-REB-06,L02,2026-08-17 02:31:49,11.07,2026-08-17 02:42:53.200
CAR-01380,OP-REB-06,L02,2026-08-17 02:34:33,11.42,2026-08-17 02:45:58.200
CAR-01381,OP-REB-03,L02,2026-08-17 02:40:55,9.86,2026-08-17 02:50:46.600
CAR-01382,OP-REB-01,L01,2026-08-17 02:41:25,8.43,2026-08-17 02:49:50.800
CAR-01383,OP-REB-04,L02,2026-08-17 03:49:32,14.31,2026-08-17 04:03:50.600
CAR-01384,OP-REB-06,L01,2026-08-17 04:49:24,14.57,2026-08-17 05:03:58.200
CAR-01385,OP-REB-02,L01,2026-08-17 04:50:46,11.67,2026-08-17 05:02:26.200
CAR-01386,OP-REB-07,L02,2026-08-17 04:52:49,10.64,2026-08-17 05:03:27.400
CAR-01387,OP-REB-07,L01,2026-08-17 05:18:24,11.25,2026-08-17 05:29:39.000
CAR-01388,OP-REB-04,L02,2026-08-17 05:25:46,11.3,2026-08-17 05:37:04.000
CAR-01389,OP-REB-04,L02,2026-08-17 06:13:14,9.6,2026-08-17 06:22:50.000
CAR-01390,OP-REB-01,L02,2026-08-17 06:29:59,11.42,2026-08-17 06:41:24.200
CAR-01391,OP-REB-02,L02,2026-08-17 06:30:50,12.31,2026-08-17 06:43:08.600
CAR-01392,OP-REB-09,L02,2026-08-17 06:33:38,14.04,2026-08-17 06:47:40.400
CAR-01393,OP-REB-08,L01,2026-08-17 06:39:35,12.03,2026-08-17 06:51:36.800
CAR-01394,OP-REB-08,L02,2026-08-17 07:10:52,8.85,2026-08-17 07:19:43.000
CAR-01395,OP-REB-09,L01,2026-08-17 07:16:20,12.71,2026-08-17 07:29:02.600
CAR-01396,OP-REB-07,L02,2026-08-17 08:05:59,11.49,2026-08-17 08:17:28.400
CAR-01397,OP-REB-09,L02,2026-08-17 08:11:21,14.74,2026-08-17 08:26:05.400
CAR-01398,OP-REB-02,L02,2026-08-17 08:32:18,14.86,2026-08-17 08:47:09.600
CAR-01399,OP-REB-06,L01,2026-08-17 09:04:30,14.93,2026-08-17 09:19:25.800
CAR-01400,OP-REB-03,L01,2026-08-17 09:47:05,10.88,2026-08-17 09:57:57.800
CAR-01401,OP-REB-06,L01,2026-08-17 10:30:16,15.98,2026-08-17 10:46:14.800
CAR-01402,OP-REB-03,L01,2026-08-17 10:51:12,12.7,2026-08-17 11:03:54.000
CAR-01403,OP-REB-08,L02,2026-08-17 10:58:03,15.25,2026-08-17 11:13:18.000
CAR-01404,OP-REB-04,L02,2026-08-17 11:06:44,10.99,2026-08-17 11:17:43.400
CAR-01405,OP-REB-06,L01,2026-08-17 11:28:27,11.4,2026-08-17 11:39:51.000
CAR-01406,OP-REB-09,L01,2026-08-17 12:01:44,12.55,2026-08-17 12:14:17.000
CAR-01407,OP-REB-02,L01,2026-08-17 12:05:30,12.3,2026-08-17 12:17:48.000
CAR-01408,OP-REB-02,L02,2026-08-17 12:26:08,14.51,2026-08-17 12:40:38.600
CAR-01409,OP-REB-07,L01,2026-08-17 13:20:36,11.54,2026-08-17 13:32:08.400
CAR-01410,OP-REB-02,L01,2026-08-17 13:37:34,14.33,2026-08-17 13:51:53.800
CAR-01411,OP-REB-02,L02,2026-08-17 13:51:46,13.46,2026-08-17 14:05:13.600
CAR-01412,OP-REB-04,L01,2026-08-17 13:53:42,11.57,2026-08-17 14:05:16.200
CAR-01413,OP-REB-09,L02,2026-08-17 14:00:20,13.31,2026-08-17 14:13:38.600
CAR-01414,OP-REB-08,L02,2026-08-17 14:18:10,11.05,2026-08-17 14:29:13.000
CAR-01415,OP-REB-02,L02,2026-08-17 14:35:54,16.7,2026-08-17 14:52:36.000
CAR-01416,OP-REB-08,L02,2026-08-17 14:47:02,6.67,2026-08-17 14:53:42.200
CAR-01417,OP-REB-04,L02,2026-08-17 14:53:17,13.35,2026-08-17 15:06:38.000
CAR-01418,OP-REB-02,L01,2026-08-17 14:54:07,8.47,2026-08-17 15:02:35.200
CAR-01419,OP-REB-07,L01,2026-08-17 14:54:26,11.55,2026-08-17 15:05:59.000
CAR-01420,OP-REB-06,L02,2026-08-17 15:00:21,11.83,2026-08-17 15:12:10.800
CAR-01421,OP-REB-05,L02,2026-08-17 15:20:12,15.02,2026-08-17 15:35:13.200
CAR-01422,OP-REB-01,L01,2026-08-17 15:37:57,10.62,2026-08-17 15:48:34.200
CAR-01423,OP-REB-02,L01,2026-08-17 15:46:56,14.62,2026-08-17 16:01:33.200
CAR-01424,OP-REB-08,L02,2026-08-17 15:56:15,9.64,2026-08-17 16:05:53.400
CAR-01425,OP-REB-01,L01,2026-08-17 16:08:17,14.69,2026-08-17 16:22:58.400
CAR-01426,OP-REB-03,L01,2026-08-17 16:19:01,11.05,2026-08-17 16:30:04.000
CAR-01427,OP-REB-02,L02,2026-08-17 16:25:45,12.15,2026-08-17 16:37:54.000
CAR-01428,OP-REB-05,L01,2026-08-17 16:56:36,11.33,2026-08-17 17:07:55.800
CAR-01429,OP-REB-04,L01,2026-08-17 17:21:26,14.56,2026-08-17 17:35:59.600
CAR-01430,OP-REB-07,L01,2026-08-17 17:49:05,14.18,2026-08-17 18:03:15.800
CAR-01431,OP-REB-05,L01,2026-08-17 17:57:52,12.89,2026-08-17 18:10:45.400
CAR-01432,OP-REB-08,L02,2026-08-17 17:59:01,9.7,2026-08-17 18:08:43.000
CAR-01433,OP-REB-04,L01,2026-08-17 18:13:08,10.57,2026-08-17 18:23:42.200
CAR-01434,OP-REB-06,L02,2026-08-17 18:14:05,9.94,2026-08-17 18:24:01.400
CAR-01435,OP-REB-04,L01,2026-08-17 18:41:20,7.5,2026-08-17 18:48:50.000
CAR-01436,OP-REB-02,L02,2026-08-17 18:42:07,14.52,2026-08-17 18:56:38.200
CAR-01437,OP-REB-01,L02,2026-08-17 19:05:51,11.34,2026-08-17 19:17:11.400
CAR-01438,OP-REB-01,L01,2026-08-17 19:07:06,11.32,2026-08-17 19:18:25.200
CAR-01439,OP-REB-08,L02,2026-08-17 19:21:31,14.99,2026-08-17 19:36:30.400
CAR-01440,OP-REB-04,L02,2026-08-17 20:10:41,11.05,2026-08-17 20:21:44.000
CAR-01441,OP-REB-05,L02,2026-08-17 20:39:37,10.32,2026-08-17 20:49:56.200
CAR-01442,OP-REB-08,L02,2026-08-17 21:02:16,11.55,2026-08-17 21:13:49.000
CAR-01443,OP-REB-07,L02,2026-08-17 21:13:08,9.73,2026-08-17 21:22:51.800
CAR-01444,OP-REB-08,L01,2026-08-17 21:34:14,12.69,2026-08-17 21:46:55.400
CAR-01445,OP-REB-08,L02,2026-08-17 21:35:33,11.25,2026-08-17 21:46:48.000
CAR-01446,OP-REB-06,L02,2026-08-17 21:55:58,10.99,2026-08-17 22:06:57.400
CAR-01447,OP-REB-02,L01,2026-08-17 22:26:18,10.81,2026-08-17 22:37:06.600
CAR-01448,OP-REB-06,L01,2026-08-17 23:01:57,11.79,2026-08-17 23:13:44.400
CAR-01449,OP-REB-01,L02,2026-08-18 00:12:40,12.17,2026-08-18 00:24:50.200
CAR-01450,OP-REB-01,L01,2026-08-18 00:13:41,10.96,2026-08-18 00:24:38.600
CAR-01451,OP-REB-03,L01,2026-08-18 00:26:03,11.28,2026-08-18 00:37:19.800
CAR-01452,OP-REB-03,L01,2026-08-18 00:55:03,11.84,2026-08-18 01:06:53.400
CAR-01453,OP-REB-05,L01,2026-08-18 01:02:56,11.64,2026-08-18 01:14:34.400
CAR-01454,OP-REB-01,L01,2026-08-18 01:07:18,12.06,2026-08-18 01:19:21.600
CAR-01455,OP-REB-06,L01,2026-08-18 02:08:28,10.65,2026-08-18 02:19:07.000
CAR-01456,OP-REB-07,L02,2026-08-18 02:17:45,14.01,2026-08-18 02:31:45.600
CAR-01457,OP-REB-03,L02,2026-08-18 02:28:01,12.19,2026-08-18 02:40:12.400
CAR-01458,OP-REB-04,L01,2026-08-18 03:32:13,10.99,2026-08-18 03:43:12.400
CAR-01459,OP-REB-03,L01,2026-08-18 03:51:14,12.69,2026-08-18 04:03:55.400
CAR-01460,OP-REB-01,L02,2026-08-18 04:07:53,11.85,2026-08-18 04:19:44.000
CAR-01461,OP-REB-08,L01,2026-08-18 04:13:56,8.53,2026-08-18 04:22:27.800
CAR-01462,OP-REB-02,L02,2026-08-18 04:36:47,12.68,2026-08-18 04:49:27.800
CAR-01463,OP-REB-01,L01,2026-08-18 04:48:12,9.96,2026-08-18 04:58:09.600
CAR-01464,OP-REB-08,L02,2026-08-18 05:01:31,13.87,2026-08-18 05:15:23.200
CAR-01465,OP-REB-07,L02,2026-08-18 05:08:09,11.52,2026-08-18 05:19:40.200
CAR-01466,OP-REB-07,L01,2026-08-18 05:29:36,13.56,2026-08-18 05:43:09.600
CAR-01467,OP-REB-04,L01,2026-08-18 06:28:05,10.74,2026-08-18 06:38:49.400
CAR-01468,OP-REB-09,L01,2026-08-18 06:38:11,12.14,2026-08-18 06:50:19.400
CAR-01469,OP-REB-06,L01,2026-08-18 07:31:11,14.42,2026-08-18 07:45:36.200
CAR-01470,OP-REB-02,L02,2026-08-18 07:39:24,11.46,2026-08-18 07:50:51.600
CAR-01471,OP-REB-01,L01,2026-08-18 07:45:53,10.82,2026-08-18 07:56:42.200
CAR-01472,OP-REB-01,L02,2026-08-18 08:30:52,13.31,2026-08-18 08:44:10.600
CAR-01473,OP-REB-09,L01,2026-08-18 08:34:10,13.27,2026-08-18 08:47:26.200
CAR-01474,OP-REB-04,L02,2026-08-18 08:37:16,10.9,2026-08-18 08:48:10.000
CAR-01475,OP-REB-05,L01,2026-08-18 08:38:21,8.03,2026-08-18 08:46:22.800
CAR-01476,OP-REB-03,L01,2026-08-18 09:07:15,10.78,2026-08-18 09:18:01.800
CAR-01477,OP-REB-04,L02,2026-08-18 09:13:35,13.35,2026-08-18 09:26:56.000
CAR-01478,OP-REB-08,L01,2026-08-18 09:23:26,10.45,2026-08-18 09:33:53.000
CAR-01479,OP-REB-04,L01,2026-08-18 09:27:15,11.98,2026-08-18 09:39:13.800
CAR-01480,OP-REB-09,L01,2026-08-18 10:07:04,10.69,2026-08-18 10:17:45.400
CAR-01481,OP-REB-09,L01,2026-08-18 10:50:05,8.14,2026-08-18 10:58:13.400
CAR-01482,OP-REB-06,L01,2026-08-18 11:08:51,10.65,2026-08-18 11:19:30.000
CAR-01483,OP-REB-02,L02,2026-08-18 11:44:53,13.35,2026-08-18 11:58:14.000
CAR-01484,OP-REB-07,L01,2026-08-18 11:53:56,7.26,2026-08-18 12:01:11.600
CAR-01485,OP-REB-09,L02,2026-08-18 11:54:37,12.5,2026-08-18 12:07:07.000
CAR-01486,OP-REB-06,L01,2026-08-18 12:04:47,9.63,2026-08-18 12:14:24.800
CAR-01487,OP-REB-03,L01,2026-08-18 12:20:33,13.22,2026-08-18 12:33:46.200
CAR-01488,OP-REB-07,L02,2026-08-18 12:30:52,13.43,2026-08-18 12:44:17.800
CAR-01489,OP-REB-05,L02,2026-08-18 12:39:45,11.66,2026-08-18 12:51:24.600
CAR-01490,OP-REB-01,L02,2026-08-18 12:48:13,11.66,2026-08-18 12:59:52.600
CAR-01491,OP-REB-03,L02,2026-08-18 13:36:16,10.39,2026-08-18 13:46:39.400
CAR-01492,OP-REB-05,L02,2026-08-18 13:49:32,9.31,2026-08-18 13:58:50.600
CAR-01493,OP-REB-07,L01,2026-08-18 14:00:18,15.4,2026-08-18 14:15:42.000
CAR-01494,OP-REB-03,L02,2026-08-18 14:09:49,10.27,2026-08-18 14:20:05.200
CAR-01495,OP-REB-06,L02,2026-08-18 14:14:52,15.14,2026-08-18 14:30:00.400
CAR-01496,OP-REB-05,L01,2026-08-18 14:16:25,10.28,2026-08-18 14:26:41.800
CAR-01497,OP-REB-01,L01,2026-08-18 14:19:31,13.05,2026-08-18 14:32:34.000
CAR-01498,OP-REB-06,L02,2026-08-18 14:34:58,9.72,2026-08-18 14:44:41.200
CAR-01499,OP-REB-08,L02,2026-08-18 14:41:11,13.05,2026-08-18 14:54:14.000
CAR-01500,OP-REB-01,L02,2026-08-18 14:54:04,11.35,2026-08-18 15:05:25.000
CAR-01501,OP-REB-02,L01,2026-08-18 14:55:42,11.37,2026-08-18 15:07:04.200
CAR-01502,OP-REB-04,L02,2026-08-18 15:02:32,13.22,2026-08-18 15:15:45.200
CAR-01503,OP-REB-02,L01,2026-08-18 15:06:24,11.06,2026-08-18 15:17:27.600
CAR-01504,OP-REB-09,L01,2026-08-18 15:08:01,9.14,2026-08-18 15:17:09.400
CAR-01505,OP-REB-08,L01,2026-08-18 15:13:45,13.52,2026-08-18 15:27:16.200
CAR-01506,OP-REB-08,L01,2026-08-18 15:18:57,9.71,2026-08-18 15:28:39.600
CAR-01507,OP-REB-04,L02,2026-08-18 15:32:45,13.03,2026-08-18 15:45:46.800
CAR-01508,OP-REB-05,L01,2026-08-18 15:53:04,13.95,2026-08-18 16:07:01.000
CAR-01509,OP-REB-04,L01,2026-08-18 15:55:44,11.25,2026-08-18 16:06:59.000
CAR-01510,OP-REB-09,L02,2026-08-18 16:47:10,14.36,2026-08-18 17:01:31.600
CAR-01511,OP-REB-02,L01,2026-08-18 16:59:09,12.96,2026-08-18 17:12:06.600
CAR-01512,OP-REB-08,L02,2026-08-18 17:11:30,10.61,2026-08-18 17:22:06.600
CAR-01513,OP-REB-02,L01,2026-08-18 17:17:13,14.8,2026-08-18 17:32:01.000
CAR-01514,OP-REB-01,L02,2026-08-18 18:12:40,9.72,2026-08-18 18:22:23.200
CAR-01515,OP-REB-03,L01,2026-08-18 18:42:22,11.25,2026-08-18 18:53:37.000
CAR-01516,OP-REB-09,L01,2026-08-18 18:58:56,11.59,2026-08-18 19:10:31.400
CAR-01517,OP-REB-03,L02,2026-08-18 19:31:49,13.21,2026-08-18 19:45:01.600
CAR-01518,OP-REB-09,L01,2026-08-18 19:41:27,14.23,2026-08-18 19:55:40.800
CAR-01519,OP-REB-07,L01,2026-08-18 19:59:23,14.11,2026-08-18 20:13:29.600
CAR-01520,OP-REB-01,L02,2026-08-18 20:06:43,12.45,2026-08-18 20:19:10.000
CAR-01521,OP-REB-05,L01,2026-08-18 20:31:41,11.44,2026-08-18 20:43:07.400
CAR-01522,OP-REB-09,L01,2026-08-18 20:41:41,8.35,2026-08-18 20:50:02.000
CAR-01523,OP-REB-03,L02,2026-08-18 20:58:08,9.37,2026-08-18 21:07:30.200
CAR-01524,OP-REB-09,L02,2026-08-18 21:21:42,15.53,2026-08-18 21:37:13.800
CAR-01525,OP-REB-05,L02,2026-08-18 21:25:50,8.33,2026-08-18 21:34:09.800
CAR-01526,OP-REB-09,L02,2026-08-18 21:40:33,10.43,2026-08-18 21:50:58.800
CAR-01527,OP-REB-06,L02,2026-08-18 21:43:36,14.29,2026-08-18 21:57:53.400
CAR-01528,OP-REB-09,L01,2026-08-18 21:58:42,12.42,2026-08-18 22:11:07.200
CAR-01529,OP-REB-07,L02,2026-08-18 22:02:14,13.86,2026-08-18 22:16:05.600
CAR-01530,OP-REB-07,L01,2026-08-18 22:25:37,13.09,2026-08-18 22:38:42.400
CAR-01531,OP-REB-08,L02,2026-08-18 22:48:17,14.94,2026-08-18 23:03:13.400
CAR-01532,OP-REB-07,L01,2026-08-18 23:13:34,12.59,2026-08-18 23:26:09.400
CAR-01533,OP-REB-09,L01,2026-08-18 23:14:51,13.33,2026-08-18 23:28:10.800
CAR-01534,OP-REB-09,L02,2026-08-18 23:19:51,10.55,2026-08-18 23:30:24.000
CAR-01535,OP-REB-06,L01,2026-08-18 23:21:06,13.17,2026-08-18 23:34:16.200
CAR-01536,OP-REB-07,L01,2026-08-18 23:47:55,11.21,2026-08-18 23:59:07.600
CAR-01537,OP-REB-02,L02,2026-08-18 23:59:44,11.09,2026-08-19 00:10:49.400
CAR-01538,OP-REB-09,L02,2026-08-19 00:04:14,13.79,2026-08-19 00:18:01.400
CAR-01539,OP-REB-01,L02,2026-08-19 00:07:06,13.8,2026-08-19 00:20:54.000
CAR-01540,OP-REB-01,L02,2026-08-19 00:20:37,15.38,2026-08-19 00:35:59.800
CAR-01541,OP-REB-03,L01,2026-08-19 01:15:12,15.25,2026-08-19 01:30:27.000
CAR-01542,OP-REB-06,L01,2026-08-19 01:21:50,13.83,2026-08-19 01:35:39.800
CAR-01543,OP-REB-05,L01,2026-08-19 01:23:21,8.56,2026-08-19 01:31:54.600
CAR-01544,OP-REB-02,L01,2026-08-19 02:01:29,15.66,2026-08-19 02:17:08.600
CAR-01545,OP-REB-09,L01,2026-08-19 03:02:28,13.84,2026-08-19 03:16:18.400
CAR-01546,OP-REB-04,L01,2026-08-19 03:03:33,10.47,2026-08-19 03:14:01.200
CAR-01547,OP-REB-04,L02,2026-08-19 03:30:36,13.46,2026-08-19 03:44:03.600
CAR-01548,OP-REB-05,L01,2026-08-19 03:47:41,9.93,2026-08-19 03:57:36.800
CAR-01549,OP-REB-08,L01,2026-08-19 04:01:15,13.24,2026-08-19 04:14:29.400
CAR-01550,OP-REB-04,L01,2026-08-19 04:01:38,9.37,2026-08-19 04:11:00.200
CAR-01551,OP-REB-05,L02,2026-08-19 04:03:49,10.38,2026-08-19 04:14:11.800
CAR-01552,OP-REB-04,L02,2026-08-19 04:07:39,13.42,2026-08-19 04:21:04.200
CAR-01553,OP-REB-06,L02,2026-08-19 04:12:42,14.15,2026-08-19 04:26:51.000
CAR-01554,OP-REB-03,L02,2026-08-19 04:21:42,12.65,2026-08-19 04:34:21.000
CAR-01555,OP-REB-08,L01,2026-08-19 04:38:04,11.43,2026-08-19 04:49:29.800
CAR-01556,OP-REB-06,L01,2026-08-19 04:42:02,7.77,2026-08-19 04:49:48.200
CAR-01557,OP-REB-05,L01,2026-08-19 04:55:30,11.58,2026-08-19 05:07:04.800
CAR-01558,OP-REB-02,L02,2026-08-19 05:24:28,13.07,2026-08-19 05:37:32.200
CAR-01559,OP-REB-07,L01,2026-08-19 05:35:31,11.37,2026-08-19 05:46:53.200
CAR-01560,OP-REB-02,L01,2026-08-19 05:41:34,11.95,2026-08-19 05:53:31.000
CAR-01561,OP-REB-01,L01,2026-08-19 05:43:25,11.63,2026-08-19 05:55:02.800
CAR-01562,OP-REB-07,L02,2026-08-19 05:48:30,11.36,2026-08-19 05:59:51.600
CAR-01563,OP-REB-05,L02,2026-08-19 05:50:23,12.15,2026-08-19 06:02:32.000
CAR-01564,OP-REB-01,L02,2026-08-19 06:12:59,11.45,2026-08-19 06:24:26.000
CAR-01565,OP-REB-04,L01,2026-08-19 06:16:22,14.89,2026-08-19 06:31:15.400
CAR-01566,OP-REB-04,L01,2026-08-19 06:21:58,7.59,2026-08-19 06:29:33.400
CAR-01567,OP-REB-07,L01,2026-08-19 06:23:37,10.91,2026-08-19 06:34:31.600
CAR-01568,OP-REB-09,L01,2026-08-19 06:55:06,10.26,2026-08-19 07:05:21.600
CAR-01569,OP-REB-02,L02,2026-08-19 07:06:01,12.44,2026-08-19 07:18:27.400
CAR-01570,OP-REB-01,L01,2026-08-19 07:08:32,12.15,2026-08-19 07:20:41.000
CAR-01571,OP-REB-02,L02,2026-08-19 07:25:54,15.24,2026-08-19 07:41:08.400
CAR-01572,OP-REB-07,L01,2026-08-19 07:27:53,15.9,2026-08-19 07:43:47.000
CAR-01573,OP-REB-06,L02,2026-08-19 07:44:16,10.45,2026-08-19 07:54:43.000
CAR-01574,OP-REB-04,L01,2026-08-19 07:48:49,12.0,2026-08-19 08:00:49.000
CAR-01575,OP-REB-01,L01,2026-08-19 08:14:59,12.39,2026-08-19 08:27:22.400
CAR-01576,OP-REB-01,L02,2026-08-19 08:38:38,10.4,2026-08-19 08:49:02.000
CAR-01577,OP-REB-05,L02,2026-08-19 08:44:30,13.26,2026-08-19 08:57:45.600
CAR-01578,OP-REB-01,L01,2026-08-19 09:14:07,11.52,2026-08-19 09:25:38.200
CAR-01579,OP-REB-07,L01,2026-08-19 09:17:33,9.86,2026-08-19 09:27:24.600
CAR-01580,OP-REB-01,L01,2026-08-19 09:18:41,11.44,2026-08-19 09:30:07.400
CAR-01581,OP-REB-01,L02,2026-08-19 09:23:58,10.0,2026-08-19 09:33:58.000
