id_pacote,id_op_balanca,dt_pesagem,status_balanca
PKT-0047424,OP-BAL-02,2026-08-16 20:23:02.004173,Aprovado
PKT-0047425,OP-BAL-03,2026-08-16 20:24:39.409702,Aprovado
PKT-0047426,OP-BAL-03,2026-08-16 20:16:39.410654,Aprovado
PKT-0047427,OP-BAL-01,2026-08-16 20:16:32.942150,Aprovado
PKT-0047428,OP-BAL-02,2026-08-16 20:16:48.830874,Aprovado
PKT-0047429,OP-BAL-01,2026-08-16 20:17:28.390323,Aprovado
PKT-0047430,OP-BAL-01,2026-08-16 20:17:54.859048,Aprovado
PKT-0047431,OP-BAL-01,2026-08-16 20:18:27.726965,Rejeitado
PKT-0047432,OP-BAL-02,2026-08-16 20:19:17.041262,Aprovado
PKT-0047433,OP-BAL-02,2026-08-16 20:19:00.212784,Aprovado
PKT-0047434,OP-BAL-01,2026-08-16 20:19:54.975751,Aprovado
PKT-0047435,OP-BAL-03,2026-08-16 20:20:12.542288,Aprovado
PKT-0047436,OP-BAL-02,2026-08-16 20:20:40.647808,Aprovado
PKT-0047437,OP-BAL-03,2026-08-16 20:20:56.461409,Aprovado
PKT-0047438,OP-BAL-02,2026-08-16 20:22:15.244714,Aprovado
PKT-0047439,OP-BAL-01,2026-08-16 20:22:07.494248,Aprovado
PKT-0047440,OP-BAL-03,2026-08-16 20:23:21.624098,Aprovado
PKT-0047441,OP-BAL-01,2026-08-16 20:22:55.488747,Aprovado
PKT-0047442,OP-BAL-02,2026-08-16 20:24:04.981350,Aprovado
PKT-0047443,OP-BAL-03,2026-08-16 20:24:29.004468,Aprovado
PKT-0047444,OP-BAL-02,2026-08-16 20:24:58.013976,Aprovado
PKT-0047445,OP-BAL-03,2026-08-16 20:25:50.715572,Aprovado
PKT-0047446,OP-BAL-01,2026-08-16 20:25:42.816425,Aprovado
PKT-0047447,OP-BAL-01,2026-08-16 20:26:14.373556,Aprovado
PKT-0047448,OP-BAL-02,2026-08-16 20:27:13.809097,Aprovado
PKT-0047449,OP-BAL-02,2026-08-16 20:27:46.076947,Aprovado
PKT-0047450,OP-BAL-02,2026-08-16 20:27:25.311989,Aprovado
PKT-0047451,OP-BAL-03,2026-08-16 20:27:43.514954,Aprovado
PKT-0047452,OP-BAL-03,2026-08-16 20:28:52.476980,Aprovado
PKT-0047453,OP-BAL-01,2026-08-16 20:28:44.897193,Aprovado
PKT-0047454,OP-BAL-02,2026-08-16 20:29:57.966319,Aprovado
PKT-0047455,OP-BAL-03,2026-08-16 20:29:51.026191,Aprovado
PKT-0047456,OP-BAL-02,2026-08-16 20:31:19.042345,Rejeitado
PKT-0047457,OP-BAL-02,2026-08-16 20:31:21.641853,Aprovado
PKT-0047458,OP-BAL-01,2026-08-16 20:31:29.678809,Aprovado
PKT-0047459,OP-BAL-01,2026-08-16 20:31:44.104836,Aprovado
PKT-0047460,OP-BAL-02,2026-08-16 20:32:50.633970,Aprovado
PKT-0047461,OP-BAL-03,2026-08-16 20:28:58.368396,Aprovado
PKT-0047462,OP-BAL-02,2026-08-16 20:30:41.793049,Aprovado
PKT-0047463,OP-BAL-03,2026-08-16 20:31:24.822377,Aprovado
PKT-0047464,OP-BAL-01,2026-08-16 20:31:24.423313,Aprovado
PKT-0047465,OP-BAL-03,2026-08-16 20:31:43.923650,Aprovado
PKT-0047466,OP-BAL-03,2026-08-16 20:32:59.105545,Aprovado
PKT-0047467,OP-BAL-03,2026-08-16 20:33:27.890205,Aprovado
PKT-0047468,OP-BAL-01,2026-08-16 20:33:14.898556,Rejeitado
PKT-0047469,OP-BAL-02,2026-08-16 20:34:04.252296,Aprovado
PKT-0047470,OP-BAL-02,2026-08-16 20:35:42.530936,Aprovado
PKT-0047471,OP-BAL-02,2026-08-16 20:35:05.573400,Aprovado
PKT-0047472,OP-BAL-02,2026-08-16 20:36:08.630308,Aprovado
PKT-0047473,OP-BAL-02,2026-08-16 20:36:36.798193,Aprovado
PKT-0047474,OP-BAL-02,2026-08-16 20:37:44.093800,Aprovado
PKT-0047475,OP-BAL-03,2026-08-16 20:38:40.446318,Aprovado
PKT-0047476,OP-BAL-02,2026-08-16 20:38:23.679428,Aprovado
PKT-0047477,OP-BAL-03,2026-08-16 20:39:14.742173,Aprovado
PKT-0047478,OP-BAL-02,2026-08-16 20:39:39.266641,Aprovado
PKT-0047479,OP-BAL-01,2026-08-16 20:40:26.188228,Aprovado
PKT-0047480,OP-BAL-02,2026-08-16 20:41:02.619359,Aprovado
PKT-0047481,OP-BAL-01,2026-08-16 20:41:33.017417,Aprovado
PKT-0047482,OP-BAL-01,2026-08-16 20:42:16.378761,Aprovado
PKT-0047483,OP-BAL-03,2026-08-16 20:42:33.861107,Aprovado
PKT-0047484,OP-BAL-02,2026-08-16 20:43:11.329573,Aprovado
PKT-0047485,OP-BAL-03,2026-08-16 20:43:37.473128,Aprovado
PKT-0047486,OP-BAL-03,2026-08-16 20:45:18.919731,Aprovado
PKT-0047487,OP-BAL-02,2026-08-16 20:44:56.045506,Aprovado
PKT-0047488,OP-BAL-02,2026-08-16 20:46:37.718060,Aprovado
PKT-0047489,OP-BAL-02,2026-08-16 20:47:09.899839,Aprovado
PKT-0047490,OP-BAL-01,2026-08-16 20:46:57.327471,Aprovado
PKT-0047491,OP-BAL-02,2026-08-16 20:48:05.355845,Aprovado
PKT-0047492,OP-BAL-03,2026-08-16 20:48:26.333166,Aprovado
PKT-0047493,OP-BAL-01,2026-08-16 20:49:46.523712,Aprovado
PKT-0047494,OP-BAL-02,2026-08-16 20:49:18.744735,Aprovado
PKT-0047495,OP-BAL-03,2026-08-16 20:50:39.617982,Aprovado
PKT-0047496,OP-BAL-03,2026-08-16 20:49:40.658447,Aprovado
PKT-0047497,OP-BAL-01,2026-08-16 20:50:44.774557,Aprovado
PKT-0047498,OP-BAL-01,2026-08-16 20:51:16.588748,Aprovado
PKT-0047499,OP-BAL-02,2026-08-16 20:51:47.736600,Aprovado
PKT-0047500,OP-BAL-03,2026-08-16 20:52:45.658961,Aprovado
PKT-0047501,OP-BAL-02,2026-08-16 20:53:19.458257,Aprovado
PKT-0047502,OP-BAL-01,2026-08-16 20:54:02.037954,Aprovado
PKT-0047503,OP-BAL-02,2026-08-16 20:54:12.092680,Aprovado
PKT-0047504,OP-BAL-01,2026-08-16 20:54:59.136742,Aprovado
PKT-0047505,OP-BAL-01,2026-08-16 20:55:24.693931,Aprovado
PKT-0047506,OP-BAL-01,2026-08-16 20:55:26.671482,Aprovado
PKT-0047507,OP-BAL-02,2026-08-16 20:56:57.369717,Aprovado
PKT-0047508,OP-BAL-01,2026-08-16 20:56:55.044301,Aprovado
PKT-0047509,OP-BAL-01,2026-08-16 20:58:10.167102,Aprovado
PKT-0047510,OP-BAL-01,2026-08-16 20:57:46.280731,Aprovado
PKT-0047511,OP-BAL-01,2026-08-16 20:59:26.125259,Aprovado
PKT-0047512,OP-BAL-01,2026-08-16 20:59:04.006087,Aprovado
PKT-0047513,OP-BAL-01,2026-08-16 20:59:25.207912,Aprovado
PKT-0047514,OP-BAL-02,2026-08-16 21:00:32.672310,Aprovado
PKT-0047515,OP-BAL-01,2026-08-16 21:01:24.421467,Aprovado
PKT-0047516,OP-BAL-01,2026-08-16 21:01:30.784702,Aprovado
PKT-0047517,OP-BAL-03,2026-08-16 21:02:54.750573,Aprovado
PKT-0047518,OP-BAL-03,2026-08-16 21:02:18.601229,Aprovado
PKT-0047519,OP-BAL-02,2026-08-16 21:03:22.916076,Rejeitado
PKT-0047520,OP-BAL-01,2026-08-16 21:04:24.243848,Aprovado
PKT-0047521,OP-BAL-03,2026-08-16 21:04:46.463040,Rejeitado
PKT-0047522,OP-BAL-01,2026-08-16 21:05:12.746788,Aprovado
PKT-0047523,OP-BAL-01,2026-08-16 21:05:18.255877,Aprovado
PKT-0047524,OP-BAL-02,2026-08-16 21:05:50.668131,Aprovado
PKT-0047525,OP-BAL-01,2026-08-16 21:06:25.491126,Aprovado
PKT-0047526,OP-BAL-03,2026-08-16 21:07:00.738481,Aprovado
PKT-0047527,OP-BAL-03,2026-08-16 21:07:56.637606,Aprovado
PKT-0047528,OP-BAL-03,2026-08-16 21:08:08.314182,Aprovado
PKT-0047529,OP-BAL-01,2026-08-16 21:09:30.534639,Aprovado
PKT-0047530,OP-BAL-03,2026-08-16 21:09:50.926470,Aprovado
PKT-0047531,OP-BAL-01,2026-08-16 21:52:51.324722,Aprovado
PKT-0047532,OP-BAL-01,2026-08-16 21:52:36.869571,Aprovado
PKT-0047533,OP-BAL-03,2026-08-16 21:52:48.051042,Aprovado
PKT-0047534,OP-BAL-02,2026-08-16 21:53:21.022098,Aprovado
PKT-0047535,OP-BAL-02,2026-08-16 21:54:34.803420,Aprovado
PKT-0047536,OP-BAL-01,2026-08-16 21:55:15.209349,Aprovado
PKT-0047537,OP-BAL-03,2026-08-16 21:55:33.014294,Aprovado
PKT-0047538,OP-BAL-03,2026-08-16 21:55:26.278757,Aprovado
PKT-0047539,OP-BAL-03,2026-08-16 21:56:50.899555,Aprovado
PKT-0047540,OP-BAL-03,2026-08-16 21:56:59.605205,Aprovado
PKT-0047541,OP-BAL-02,2026-08-16 21:58:15.719271,Aprovado
PKT-0047542,OP-BAL-02,2026-08-16 21:57:46.839288,Rejeitado
PKT-0047543,OP-BAL-03,2026-08-16 21:59:08.824609,Aprovado
PKT-0047544,OP-BAL-01,2026-08-16 21:58:43.869334,Aprovado
PKT-0047545,OP-BAL-02,2026-08-16 21:59:58.850843,Aprovado
PKT-0047546,OP-BAL-01,2026-08-16 22:00:53.194800,Aprovado
PKT-0047547,OP-BAL-03,2026-08-16 22:00:31.351398,Aprovado
PKT-0047548,OP-BAL-02,2026-08-16 22:01:29.896583,Aprovado
PKT-0047549,OP-BAL-03,2026-08-16 22:01:56.642796,Aprovado
PKT-0047550,OP-BAL-03,2026-08-16 22:01:56.963051,Aprovado
PKT-0047551,OP-BAL-01,2026-08-16 22:03:00.158472,Aprovado
PKT-0047552,OP-BAL-02,2026-08-16 22:03:54.732869,Aprovado
PKT-0047553,OP-BAL-03,2026-08-16 22:04:43.692908,Aprovado
PKT-0047554,OP-BAL-02,2026-08-16 22:04:59.406412,Aprovado
PKT-0047555,OP-BAL-02,2026-08-16 22:04:39.773598,Aprovado
PKT-0047556,OP-BAL-01,2026-08-16 22:06:15.028421,Aprovado
PKT-0047557,OP-BAL-03,2026-08-16 22:06:11.247646,Aprovado
PKT-0047558,OP-BAL-03,2026-08-16 22:06:41.504244,Aprovado
PKT-0047559,OP-BAL-02,2026-08-16 22:07:37.688930,Aprovado
PKT-0047560,OP-BAL-01,2026-08-16 22:08:27.045803,Aprovado
PKT-0047561,OP-BAL-03,2026-08-16 22:08:41.675534,Aprovado
PKT-0047562,OP-BAL-01,2026-08-16 22:08:23.528424,Aprovado
PKT-0047563,OP-BAL-02,2026-08-16 22:08:55.838754,Aprovado
PKT-0047564,OP-BAL-01,2026-08-16 22:09:40.320072,Aprovado
PKT-0047565,OP-BAL-03,2026-08-16 22:10:15.651595,Aprovado
PKT-0047566,OP-BAL-01,2026-08-16 22:01:55.675464,Aprovado
PKT-0047567,OP-BAL-01,2026-08-16 22:01:48.259128,Aprovado
PKT-0047568,OP-BAL-03,2026-08-16 22:01:47.274020,Aprovado
PKT-0047569,OP-BAL-03,2026-08-16 22:02:21.572929,Aprovado
PKT-0047570,OP-BAL-03,2026-08-16 22:02:48.045197,Aprovado
PKT-0047571,OP-BAL-01,2026-08-16 22:03:56.293141,Aprovado
PKT-0047572,OP-BAL-02,2026-08-16 22:05:03.381572,Aprovado
PKT-0047573,OP-BAL-01,2026-08-16 22:05:04.155187,Aprovado
PKT-0047574,OP-BAL-03,2026-08-16 22:05:59.988110,Aprovado
PKT-0047575,OP-BAL-01,2026-08-16 22:06:29.490937,Aprovado
PKT-0047576,OP-BAL-02,2026-08-16 22:07:08.699589,Aprovado
PKT-0047577,OP-BAL-01,2026-08-16 22:07:02.157228,Aprovado
PKT-0047578,OP-BAL-01,2026-08-16 22:07:00.863488,Aprovado
PKT-0047579,OP-BAL-01,2026-08-16 22:08:05.816959,Aprovado
PKT-0047580,OP-BAL-03,2026-08-16 22:08:39.831057,Aprovado
PKT-0047581,OP-BAL-03,2026-08-16 22:09:08.108272,Aprovado
PKT-0047582,OP-BAL-01,2026-08-16 22:09:12.778862,Aprovado
PKT-0047583,OP-BAL-03,2026-08-16 22:09:44.647526,Aprovado
PKT-0047584,OP-BAL-02,2026-08-16 22:10:46.428392,Aprovado
PKT-0047585,OP-BAL-01,2026-08-16 22:10:35.671243,Aprovado
PKT-0047586,OP-BAL-01,2026-08-16 22:11:42.698200,Aprovado
PKT-0047587,OP-BAL-03,2026-08-16 22:11:55.515332,Aprovado
PKT-0047588,OP-BAL-02,2026-08-16 22:12:10.530136,Aprovado
PKT-0047589,OP-BAL-02,2026-08-16 22:12:37.729927,Aprovado
PKT-0047590,OP-BAL-02,2026-08-16 22:13:54.025867,Aprovado
PKT-0047591,OP-BAL-03,2026-08-16 22:13:54.430487,Aprovado
PKT-0047592,OP-BAL-03,2026-08-16 22:14:58.894384,Aprovado
PKT-0047593,OP-BAL-03,2026-08-16 22:15:08.062681,Aprovado
PKT-0047594,OP-BAL-01,2026-08-16 22:15:34.278370,Aprovado
PKT-0047595,OP-BAL-01,2026-08-16 22:16:27.514499,Aprovado
PKT-0047596,OP-BAL-01,2026-08-16 22:16:19.846837,Aprovado
PKT-0047597,OP-BAL-02,2026-08-16 22:17:38.958429,Aprovado
PKT-0047598,OP-BAL-03,2026-08-16 22:17:30.491615,Aprovado
PKT-0047599,OP-BAL-02,2026-08-16 22:18:24.224638,Aprovado
PKT-0047600,OP-BAL-02,2026-08-16 22:19:06.230015,Aprovado
PKT-0047601,OP-BAL-03,2026-08-16 22:01:12.576587,Aprovado
PKT-0047602,OP-BAL-01,2026-08-16 22:01:16.036395,Aprovado
PKT-0047603,OP-BAL-02,2026-08-16 22:02:23.140327,Aprovado
PKT-0047604,OP-BAL-03,2026-08-16 22:03:16.632422,Aprovado
PKT-0047605,OP-BAL-01,2026-08-16 22:02:52.311289,Aprovado
PKT-0047606,OP-BAL-02,2026-08-16 22:03:32.808821,Aprovado
PKT-0047607,OP-BAL-01,2026-08-16 22:04:25.223565,Aprovado
PKT-0047608,OP-BAL-03,2026-08-16 22:04:27.443990,Aprovado
PKT-0047609,OP-BAL-02,2026-08-16 22:05:34.696836,Aprovado
PKT-0047610,OP-BAL-02,2026-08-16 22:05:43.582423,Aprovado
PKT-0047611,OP-BAL-01,2026-08-16 22:06:55.511555,Aprovado
PKT-0047612,OP-BAL-02,2026-08-16 22:06:44.623360,Aprovado
PKT-0047613,OP-BAL-02,2026-08-16 22:07:55.793339,Aprovado
PKT-0047614,OP-BAL-01,2026-08-16 22:08:32.734063,Aprovado
PKT-0047615,OP-BAL-02,2026-08-16 22:08:31.545765,Aprovado
PKT-0047616,OP-BAL-01,2026-08-16 22:09:15.551524,Aprovado
PKT-0047617,OP-BAL-02,2026-08-16 22:09:41.736738,Aprovado
PKT-0047618,OP-BAL-01,2026-08-16 22:10:55.804415,Aprovado
PKT-0047619,OP-BAL-01,2026-08-16 22:11:24.114075,Aprovado
PKT-0047620,OP-BAL-02,2026-08-16 22:11:10.112766,Aprovado
PKT-0047621,OP-BAL-01,2026-08-16 22:12:37.619596,Aprovado
PKT-0047622,OP-BAL-02,2026-08-16 22:13:07.500665,Aprovado
PKT-0047623,OP-BAL-01,2026-08-16 22:13:35.600361,Aprovado
PKT-0047624,OP-BAL-01,2026-08-16 22:14:02.104527,Aprovado
PKT-0047625,OP-BAL-03,2026-08-16 22:14:51.335736,Aprovado
PKT-0047626,OP-BAL-02,2026-08-16 22:15:23.366225,Aprovado
PKT-0047627,OP-BAL-03,2026-08-16 22:15:47.073415,Aprovado
PKT-0047628,OP-BAL-03,2026-08-16 22:15:43.421683,Aprovado
PKT-0047629,OP-BAL-03,2026-08-16 22:17:22.026732,Aprovado
PKT-0047630,OP-BAL-01,2026-08-16 22:17:43.052139,Aprovado
PKT-0047631,OP-BAL-03,2026-08-16 22:18:00.613998,Aprovado
PKT-0047632,OP-BAL-01,2026-08-16 22:18:37.033040,Aprovado
PKT-0047633,OP-BAL-02,2026-08-16 22:19:22.414438,Aprovado
PKT-0047634,OP-BAL-03,2026-08-16 22:19:39.007564,Aprovado
PKT-0047635,OP-BAL-02,2026-08-16 22:20:43.987839,Aprovado
PKT-0047636,OP-BAL-02,2026-08-16 22:10:07.261683,Aprovado
PKT-0047637,OP-BAL-01,2026-08-16 22:09:55.090695,Aprovado
PKT-0047638,OP-BAL-02,2026-08-16 22:11:09.634060,Aprovado
PKT-0047639,OP-BAL-03,2026-08-16 22:11:40.744009,Aprovado
PKT-0047640,OP-BAL-01,2026-08-16 22:11:49.063097,Aprovado
PKT-0047641,OP-BAL-01,2026-08-16 22:11:25.164028,Aprovado
PKT-0047642,OP-BAL-01,2026-08-16 22:12:55.946701,Aprovado
PKT-0047643,OP-BAL-01,2026-08-16 22:12:14.561818,Aprovado
PKT-0047644,OP-BAL-03,2026-08-16 22:12:29.713984,Aprovado
PKT-0047645,OP-BAL-03,2026-08-16 22:13:57.571104,Aprovado
PKT-0047646,OP-BAL-02,2026-08-16 22:14:18.923165,Aprovado
PKT-0047647,OP-BAL-03,2026-08-16 22:13:36.627214,Aprovado
PKT-0047648,OP-BAL-02,2026-08-16 22:14:07.363237,Aprovado
PKT-0047649,OP-BAL-02,2026-08-16 22:15:30.412952,Aprovado
PKT-0047650,OP-BAL-02,2026-08-16 22:15:26.409460,Aprovado
PKT-0047651,OP-BAL-03,2026-08-16 22:16:16.128989,Aprovado
PKT-0047652,OP-BAL-03,2026-08-16 22:16:33.134182,Aprovado
PKT-0047653,OP-BAL-03,2026-08-16 22:16:46.088884,Aprovado
PKT-0047654,OP-BAL-03,2026-08-16 22:17:19.353738,Aprovado
PKT-0047655,OP-BAL-01,2026-08-16 22:17:25.003473,Aprovado
PKT-0047656,OP-BAL-01,2026-08-16 22:18:12.956629,Aprovado
PKT-0047657,OP-BAL-02,2026-08-16 22:18:19.646992,Aprovado
PKT-0047658,OP-BAL-03,2026-08-16 22:18:03.296689,Aprovado
PKT-0047659,OP-BAL-01,2026-08-16 22:18:25.076562,Aprovado
PKT-0047660,OP-BAL-01,2026-08-16 22:19:06.218169,Aprovado
PKT-0047661,OP-BAL-01,2026-08-16 22:18:53.103937,Aprovado
PKT-0047662,OP-BAL-03,2026-08-16 22:19:45.640460,Aprovado
PKT-0047663,OP-BAL-02,2026-08-16 22:20:40.752890,Aprovado
PKT-0047664,OP-BAL-03,2026-08-16 22:20:17.607587,Aprovado
PKT-0047665,OP-BAL-03,2026-08-16 22:21:21.105738,Aprovado
PKT-0047666,OP-BAL-03,2026-08-16 22:21:07.367725,Aprovado
PKT-0047667,OP-BAL-03,2026-08-16 22:22:16.807867,Aprovado
PKT-0047668,OP-BAL-01,2026-08-16 22:22:17.310057,Rejeitado
PKT-0047669,OP-BAL-03,2026-08-16 22:23:08.236051,Aprovado
PKT-0047670,OP-BAL-03,2026-08-16 22:23:33.526317,Aprovado
PKT-0047671,OP-BAL-02,2026-08-16 22:21:13.758868,Aprovado
PKT-0047672,OP-BAL-01,2026-08-16 22:22:29.412580,Aprovado
PKT-0047673,OP-BAL-01,2026-08-16 22:23:20.744275,Aprovado
PKT-0047674,OP-BAL-03,2026-08-16 22:22:59.413599,Aprovado
PKT-0047675,OP-BAL-01,2026-08-16 22:23:25.784417,Aprovado
PKT-0047676,OP-BAL-03,2026-08-16 22:24:30.978910,Aprovado
PKT-0047677,OP-BAL-01,2026-08-16 22:25:26.467784,Aprovado
PKT-0047678,OP-BAL-01,2026-08-16 22:25:39.431878,Aprovado
PKT-0047679,OP-BAL-03,2026-08-16 22:26:27.579926,Aprovado
PKT-0047680,OP-BAL-02,2026-08-16 22:26:00.722774,Aprovado
PKT-0047681,OP-BAL-03,2026-08-16 22:26:57.713763,Aprovado
PKT-0047682,OP-BAL-01,2026-08-16 22:27:06.437791,Aprovado
PKT-0047683,OP-BAL-02,2026-08-16 22:28:46.902243,Rejeitado
PKT-0047684,OP-BAL-03,2026-08-16 22:28:06.787619,Aprovado
PKT-0047685,OP-BAL-03,2026-08-16 22:29:53.919051,Rejeitado
PKT-0047686,OP-BAL-02,2026-08-16 22:30:19.539361,Aprovado
PKT-0047687,OP-BAL-03,2026-08-16 22:29:49.759838,Aprovado
PKT-0047688,OP-BAL-01,2026-08-16 22:30:52.027357,Aprovado
PKT-0047689,OP-BAL-02,2026-08-16 22:31:04.503529,Aprovado
PKT-0047690,OP-BAL-03,2026-08-16 22:31:34.997779,Aprovado
PKT-0047691,OP-BAL-01,2026-08-16 22:32:26.464172,Aprovado
PKT-0047692,OP-BAL-01,2026-08-16 22:33:22.621622,Aprovado
PKT-0047693,OP-BAL-02,2026-08-16 22:34:10.612659,Aprovado
PKT-0047694,OP-BAL-03,2026-08-16 22:34:06.249623,Aprovado
PKT-0047695,OP-BAL-01,2026-08-16 22:34:55.100985,Aprovado
PKT-0047696,OP-BAL-02,2026-08-16 22:35:53.678019,Aprovado
PKT-0047697,OP-BAL-01,2026-08-16 22:36:28.859145,Aprovado
PKT-0047698,OP-BAL-02,2026-08-16 22:36:34.754660,Aprovado
PKT-0047699,OP-BAL-01,2026-08-16 22:36:58.762693,Aprovado
PKT-0047700,OP-BAL-03,2026-08-16 22:37:50.501668,Aprovado
PKT-0047701,OP-BAL-01,2026-08-16 22:38:38.066990,Aprovado
PKT-0047702,OP-BAL-03,2026-08-16 22:38:56.278283,Aprovado
PKT-0047703,OP-BAL-01,2026-08-16 22:39:39.699257,Aprovado
PKT-0047704,OP-BAL-03,2026-08-16 22:39:49.433122,Aprovado
PKT-0047705,OP-BAL-02,2026-08-16 22:39:45.549669,Aprovado
PKT-0047706,OP-BAL-01,2026-08-16 22:47:48.551615,Aprovado
PKT-0047707,OP-BAL-02,2026-08-16 22:47:27.802351,Aprovado
PKT-0047708,OP-BAL-01,2026-08-16 22:48:10.506510,Aprovado
PKT-0047709,OP-BAL-02,2026-08-16 22:48:45.893791,Aprovado
PKT-0047710,OP-BAL-03,2026-08-16 22:48:28.791046,Aprovado
PKT-0047711,OP-BAL-02,2026-08-16 22:48:42.437365,Aprovado
PKT-0047712,OP-BAL-02,2026-08-16 22:49:03.984709,Aprovado
PKT-0047713,OP-BAL-01,2026-08-16 22:49:33.161185,Aprovado
PKT-0047714,OP-BAL-02,2026-08-16 22:49:14.626700,Aprovado
PKT-0047715,OP-BAL-02,2026-08-16 22:49:32.343521,Aprovado
PKT-0047716,OP-BAL-02,2026-08-16 22:50:53.900660,Aprovado
PKT-0047717,OP-BAL-02,2026-08-16 22:51:09.274936,Aprovado
PKT-0047718,OP-BAL-01,2026-08-16 22:50:56.274826,Aprovado
PKT-0047719,OP-BAL-02,2026-08-16 22:51:32.308756,Aprovado
PKT-0047720,OP-BAL-01,2026-08-16 22:51:02.108446,Aprovado
PKT-0047721,OP-BAL-01,2026-08-16 22:51:23.390121,Aprovado
PKT-0047722,OP-BAL-02,2026-08-16 22:52:20.897230,Aprovado
PKT-0047723,OP-BAL-01,2026-08-16 22:52:28.333809,Aprovado
PKT-0047724,OP-BAL-02,2026-08-16 22:53:09.008698,Aprovado
PKT-0047725,OP-BAL-03,2026-08-16 22:53:25.600040,Aprovado
PKT-0047726,OP-BAL-02,2026-08-16 22:53:49.050031,Aprovado
PKT-0047727,OP-BAL-03,2026-08-16 22:54:17.079730,Aprovado
PKT-0047728,OP-BAL-01,2026-08-16 22:54:29.361194,Aprovado
PKT-0047729,OP-BAL-01,2026-08-16 22:54:56.582622,Rejeitado
PKT-0047730,OP-BAL-02,2026-08-16 22:54:25.217892,Aprovado
PKT-0047731,OP-BAL-01,2026-08-16 22:55:28.591753,Aprovado
PKT-0047732,OP-BAL-01,2026-08-16 22:54:37.792749,Aprovado
PKT-0047733,OP-BAL-02,2026-08-16 22:56:11.677665,Aprovado
PKT-0047734,OP-BAL-01,2026-08-16 22:55:33.435032,Aprovado
PKT-0047735,OP-BAL-02,2026-08-16 22:55:55.482050,Aprovado
PKT-0047736,OP-BAL-01,2026-08-16 22:56:35.404361,Aprovado
PKT-0047737,OP-BAL-01,2026-08-16 22:56:28.139805,Aprovado
PKT-0047738,OP-BAL-02,2026-08-16 22:56:25.433113,Aprovado
PKT-0047739,OP-BAL-01,2026-08-16 22:57:43.229841,Aprovado
PKT-0047740,OP-BAL-03,2026-08-16 22:58:16.961648,Aprovado
PKT-0047741,OP-BAL-02,2026-08-16 22:53:34.496675,Aprovado
PKT-0047742,OP-BAL-01,2026-08-16 22:54:22.797177,Aprovado
PKT-0047743,OP-BAL-02,2026-08-16 22:53:55.856455,Aprovado
PKT-0047744,OP-BAL-01,2026-08-16 22:55:20.460833,Aprovado
PKT-0047745,OP-BAL-02,2026-08-16 22:56:11.469841,Aprovado
PKT-0047746,OP-BAL-01,2026-08-16 22:56:24.583903,Aprovado
PKT-0047747,OP-BAL-02,2026-08-16 22:57:18.533827,Aprovado
PKT-0047748,OP-BAL-01,2026-08-16 22:57:31.123906,Aprovado
PKT-0047749,OP-BAL-02,2026-08-16 22:59:02.558040,Aprovado
PKT-0047750,OP-BAL-02,2026-08-16 22:58:46.726766,Aprovado
PKT-0047751,OP-BAL-03,2026-08-16 22:59:34.646758,Aprovado
PKT-0047752,OP-BAL-02,2026-08-16 23:00:37.297428,Aprovado
PKT-0047753,OP-BAL-02,2026-08-16 23:01:37.124683,Aprovado
PKT-0047754,OP-BAL-03,2026-08-16 23:01:13.133707,Aprovado
PKT-0047755,OP-BAL-01,2026-08-16 23:01:40.721238,Aprovado
PKT-0047756,OP-BAL-02,2026-08-16 23:02:48.642438,Aprovado
PKT-0047757,OP-BAL-02,2026-08-16 23:04:00.604366,Aprovado
PKT-0047758,OP-BAL-01,2026-08-16 23:03:54.524948,Rejeitado
PKT-0047759,OP-BAL-03,2026-08-16 23:04:58.480210,Aprovado
PKT-0047760,OP-BAL-01,2026-08-16 23:05:59.100104,Aprovado
PKT-0047761,OP-BAL-02,2026-08-16 23:06:45.558589,Aprovado
PKT-0047762,OP-BAL-03,2026-08-16 23:07:08.135148,Aprovado
PKT-0047763,OP-BAL-01,2026-08-16 23:07:33.141205,Aprovado
PKT-0047764,OP-BAL-01,2026-08-16 23:07:29.480577,Aprovado
PKT-0047765,OP-BAL-02,2026-08-16 23:08:17.874414,Aprovado
PKT-0047766,OP-BAL-03,2026-08-16 23:09:20.485602,Rejeitado
PKT-0047767,OP-BAL-02,2026-08-16 23:10:11.302180,Aprovado
PKT-0047768,OP-BAL-03,2026-08-16 23:10:13.716641,Aprovado
PKT-0047769,OP-BAL-01,2026-08-16 23:10:43.228708,Aprovado
PKT-0047770,OP-BAL-03,2026-08-16 23:12:07.127411,Aprovado
PKT-0047771,OP-BAL-01,2026-08-16 23:12:14.179696,Aprovado
PKT-0047772,OP-BAL-03,2026-08-16 23:13:24.000326,Aprovado
PKT-0047773,OP-BAL-01,2026-08-16 23:14:14.318414,Aprovado
PKT-0047774,OP-BAL-02,2026-08-16 23:14:31.477024,Aprovado
PKT-0047775,OP-BAL-01,2026-08-16 23:14:33.961320,Aprovado
PKT-0047776,OP-BAL-02,2026-08-16 23:17:22.017008,Aprovado
PKT-0047777,OP-BAL-03,2026-08-16 23:18:59.516325,Aprovado
PKT-0047778,OP-BAL-01,2026-08-16 23:18:37.915654,Aprovado
PKT-0047779,OP-BAL-01,2026-08-16 23:18:44.357930,Rejeitado
PKT-0047780,OP-BAL-03,2026-08-16 23:19:05.638199,Rejeitado
